subgroup,Age,Age_label,Sex,Sex_label,Race,Race_label,diseases,count,crude_se,population
4,1,20-34,1,Female,4,OTH,HSTK_medSBP,9,1,3878604
5,1,20-34,2,Male,1,NHW,HSTK_medSBP,75,10,19295314
6,1,20-34,2,Male,2,NHB,HSTK_medSBP,35,6,4186659
7,1,20-34,2,Male,3,HIS,HSTK_medSBP,47,7,6886181
8,1,20-34,2,Male,4,OTH,HSTK_medSBP,9,2,3785306
9,2,35-44,1,Female,1,NHW,HSTK_medSBP,229,16,10789518
10,2,35-44,1,Female,2,NHB,HSTK_medSBP,125,12,2841551
11,2,35-44,1,Female,3,HIS,HSTK_medSBP,76,9,4706043
12,2,35-44,1,Female,4,OTH,HSTK_medSBP,38,7,2705155
13,2,35-44,2,Male,1,NHW,HSTK_medSBP,241,16,10698668
14,2,35-44,2,Male,2,NHB,HSTK_medSBP,150,13,2373836
15,2,35-44,2,Male,3,HIS,HSTK_medSBP,144,12,4477083
16,2,35-44,2,Male,4,OTH,HSTK_medSBP,56,8,2268050
17,3,45-54,1,Female,1,NHW,HSTK_medSBP,645,25,12961330
18,3,45-54,1,Female,2,NHB,HSTK_medSBP,312,18,2294986
19,3,45-54,1,Female,3,HIS,HSTK_medSBP,176,14,2981376
20,3,45-54,1,Female,4,OTH,HSTK_medSBP,90,10,1908325
21,3,45-54,2,Male,1,NHW,HSTK_medSBP,714,27,10622756
22,3,45-54,2,Male,2,NHB,HSTK_medSBP,377,20,2323392
23,3,45-54,2,Male,3,HIS,HSTK_medSBP,329,19,3207152
24,3,45-54,2,Male,4,OTH,HSTK_medSBP,130,12,2807268
25,4,55-64,1,Female,1,NHW,HSTK_medSBP,1402,39,16626401
26,4,55-64,1,Female,2,NHB,HSTK_medSBP,498,23,3005374
27,4,55-64,1,Female,3,HIS,HSTK_medSBP,216,15,2911586
28,4,55-64,1,Female,4,OTH,HSTK_medSBP,150,13,2629488
29,4,55-64,2,Male,1,NHW,HSTK_medSBP,1550,40,15564860
30,4,55-64,2,Male,2,NHB,HSTK_medSBP,585,25,2050599
31,4,55-64,2,Male,3,HIS,HSTK_medSBP,367,20,2832735
32,4,55-64,2,Male,4,OTH,HSTK_medSBP,175,14,2195076
33,5,65-74,1,Female,1,NHW,HSTK_medSBP,2276,48,11513863
34,5,65-74,1,Female,2,NHB,HSTK_medSBP,507,23,1390166
35,5,65-74,1,Female,3,HIS,HSTK_medSBP,278,17,1616432
36,5,65-74,1,Female,4,OTH,HSTK_medSBP,245,16,1089947
37,5,65-74,2,Male,1,NHW,HSTK_medSBP,2533,51,10345066
38,5,65-74,2,Male,2,NHB,HSTK_medSBP,510,23,1099252
39,5,65-74,2,Male,3,HIS,HSTK_medSBP,266,17,1168063
40,5,65-74,2,Male,4,OTH,HSTK_medSBP,193,14,989548
41,6,75+,1,Female,1,NHW,HSTK_medSBP,8575,131,9145660
42,6,75+,1,Female,2,NHB,HSTK_medSBP,998,45,1249362
43,6,75+,1,Female,3,HIS,HSTK_medSBP,708,38,737080
44,6,75+,1,Female,4,OTH,HSTK_medSBP,579,35,689818
45,6,75+,2,Male,1,NHW,HSTK_medSBP,6117,111,6831819
46,6,75+,2,Male,2,NHB,HSTK_medSBP,556,33,670963
47,6,75+,2,Male,3,HIS,HSTK_medSBP,463,31,548525
48,6,75+,2,Male,4,OTH,HSTK_medSBP,399,29,638884
1,1,20-34,1,Female,1,NHW,IHD,142,12,18192633
2,1,20-34,1,Female,2,NHB,IHD,79,10,4596338
3,1,20-34,1,Female,3,HIS,IHD,23,5,6549965
4,1,20-34,1,Female,4,OTH,IHD,9,2,3878604
5,1,20-34,2,Male,1,NHW,IHD,391,20,19295314
6,1,20-34,2,Male,2,NHB,IHD,190,14,4186659
7,1,20-34,2,Male,3,HIS,IHD,124,12,6886181
8,1,20-34,2,Male,4,OTH,IHD,51,8,3785306
9,2,35-44,1,Female,1,NHW,IHD,697,26,10789518
10,2,35-44,1,Female,2,NHB,IHD,303,18,2841551
11,2,35-44,1,Female,3,HIS,IHD,96,10,4706043
12,2,35-44,1,Female,4,OTH,IHD,38,7,2705155
13,2,35-44,2,Male,1,NHW,IHD,2018,46,10698668
14,2,35-44,2,Male,2,NHB,IHD,731,27,2373836
15,2,35-44,2,Male,3,HIS,IHD,399,20,4477083
16,2,35-44,2,Male,4,OTH,IHD,192,14,2268050
17,3,45-54,1,Female,1,NHW,IHD,3079,56,12961330
18,3,45-54,1,Female,2,NHB,IHD,1129,34,2294986
19,3,45-54,1,Female,3,HIS,IHD,374,20,2981376
20,3,45-54,1,Female,4,OTH,IHD,125,12,1908325
21,3,45-54,2,Male,1,NHW,IHD,9113,96,10622756
22,3,45-54,2,Male,2,NHB,IHD,2316,49,2323392
23,3,45-54,2,Male,3,HIS,IHD,1387,38,3207152
24,3,45-54,2,Male,4,OTH,IHD,623,26,2807268
25,4,55-64,1,Female,1,NHW,IHD,9192,97,16626401
26,4,55-64,1,Female,2,NHB,IHD,2883,54,3005374
27,4,55-64,1,Female,3,HIS,IHD,983,32,2911586
28,4,55-64,1,Female,4,OTH,IHD,371,20,2629488
29,4,55-64,2,Male,1,NHW,IHD,26532,164,15564860
30,4,55-64,2,Male,2,NHB,IHD,5668,76,2050599
31,4,55-64,2,Male,3,HIS,IHD,2853,54,2832735
32,4,55-64,2,Male,4,OTH,IHD,1280,36,2195076
33,5,65-74,1,Female,1,NHW,IHD,17419,133,11513863
34,5,65-74,1,Female,2,NHB,IHD,3879,63,1390166
35,5,65-74,1,Female,3,HIS,IHD,1702,42,1616432
36,5,65-74,1,Female,4,OTH,IHD,766,28,1089947
37,5,65-74,2,Male,1,NHW,IHD,38858,198,10345066
38,5,65-74,2,Male,2,NHB,IHD,6250,79,1099252
39,5,65-74,2,Male,3,HIS,IHD,3344,58,1168063
40,5,65-74,2,Male,4,OTH,IHD,1694,42,989548
41,6,75+,1,Female,1,NHW,IHD,86650,410,9145660
42,6,75+,1,Female,2,NHB,IHD,9842,141,1249362
43,6,75+,1,Female,3,HIS,IHD,6920,117,737080
44,6,75+,1,Female,4,OTH,IHD,3495,83,689818
45,6,75+,2,Male,1,NHW,IHD,92274,430,6831819
46,6,75+,2,Male,2,NHB,IHD,7532,122,670963
47,6,75+,2,Male,3,HIS,IHD,6643,116,548525
48,6,75+,2,Male,4,OTH,IHD,3551,85,638884
1,1,20-34,1,Female,1,NHW,IHD_medBMI,142,12,18192633
2,1,20-34,1,Female,2,NHB,IHD_medBMI,79,10,4596338
3,1,20-34,1,Female,3,HIS,IHD_medBMI,23,5,6549965
4,1,20-34,1,Female,4,OTH,IHD_medBMI,9,2,3878604
5,1,20-34,2,Male,1,NHW,IHD_medBMI,391,20,19295314
6,1,20-34,2,Male,2,NHB,IHD_medBMI,190,14,4186659
7,1,20-34,2,Male,3,HIS,IHD_medBMI,124,12,6886181
8,1,20-34,2,Male,4,OTH,IHD_medBMI,51,8,3785306
9,2,35-44,1,Female,1,NHW,IHD_medBMI,697,26,10789518
10,2,35-44,1,Female,2,NHB,IHD_medBMI,303,18,2841551
11,2,35-44,1,Female,3,HIS,IHD_medBMI,96,10,4706043
12,2,35-44,1,Female,4,OTH,IHD_medBMI,38,7,2705155
13,2,35-44,2,Male,1,NHW,IHD_medBMI,2018,46,10698668
14,2,35-44,2,Male,2,NHB,IHD_medBMI,731,27,2373836
15,2,35-44,2,Male,3,HIS,IHD_medBMI,399,20,4477083
16,2,35-44,2,Male,4,OTH,IHD_medBMI,192,14,2268050
17,3,45-54,1,Female,1,NHW,IHD_medBMI,3079,56,12961330
18,3,45-54,1,Female,2,NHB,IHD_medBMI,1129,34,2294986
19,3,45-54,1,Female,3,HIS,IHD_medBMI,374,20,2981376
20,3,45-54,1,Female,4,OTH,IHD_medBMI,125,12,1908325
21,3,45-54,2,Male,1,NHW,IHD_medBMI,9113,96,10622756
22,3,45-54,2,Male,2,NHB,IHD_medBMI,2316,49,2323392
23,3,45-54,2,Male,3,HIS,IHD_medBMI,1387,38,3207152
24,3,45-54,2,Male,4,OTH,IHD_medBMI,623,26,2807268
25,4,55-64,1,Female,1,NHW,IHD_medBMI,9192,97,16626401
26,4,55-64,1,Female,2,NHB,IHD_medBMI,2883,54,3005374
27,4,55-64,1,Female,3,HIS,IHD_medBMI,983,32,2911586
28,4,55-64,1,Female,4,OTH,IHD_medBMI,371,20,2629488
29,4,55-64,2,Male,1,NHW,IHD_medBMI,26532,164,15564860
30,4,55-64,2,Male,2,NHB,IHD_medBMI,5668,76,2050599
31,4,55-64,2,Male,3,HIS,IHD_medBMI,2853,54,2832735
32,4,55-64,2,Male,4,OTH,IHD_medBMI,1280,36,2195076
33,5,65-74,1,Female,1,NHW,IHD_medBMI,17419,133,11513863
34,5,65-74,1,Female,2,NHB,IHD_medBMI,3879,63,1390166
35,5,65-74,1,Female,3,HIS,IHD_medBMI,1702,42,1616432
36,5,65-74,1,Female,4,OTH,IHD_medBMI,766,28,1089947
37,5,65-74,2,Male,1,NHW,IHD_medBMI,38858,198,10345066
38,5,65-74,2,Male,2,NHB,IHD_medBMI,6250,79,1099252
39,5,65-74,2,Male,3,HIS,IHD_medBMI,3344,58,1168063
40,5,65-74,2,Male,4,OTH,IHD_medBMI,1694,42,989548
41,6,75+,1,Female,1,NHW,IHD_medBMI,86650,410,9145660
42,6,75+,1,Female,2,NHB,IHD_medBMI,9842,141,1249362
43,6,75+,1,Female,3,HIS,IHD_medBMI,6920,117,737080
44,6,75+,1,Female,4,OTH,IHD_medBMI,3495,83,689818
45,6,75+,2,Male,1,NHW,IHD_medBMI,92274,430,6831819
46,6,75+,2,Male,2,NHB,IHD_medBMI,7532,122,670963
47,6,75+,2,Male,3,HIS,IHD_medBMI,6643,116,548525
48,6,75+,2,Male,4,OTH,IHD_medBMI,3551,85,638884
1,1,20-34,1,Female,1,NHW,IHD_medSBP,142,12,18192633
2,1,20-34,1,Female,2,NHB,IHD_medSBP,79,10,4596338
3,1,20-34,1,Female,3,HIS,IHD_medSBP,23,5,6549965
4,1,20-34,1,Female,4,OTH,IHD_medSBP,9,2,3878604
5,1,20-34,2,Male,1,NHW,IHD_medSBP,391,20,19295314
6,1,20-34,2,Male,2,NHB,IHD_medSBP,190,14,4186659
7,1,20-34,2,Male,3,HIS,IHD_medSBP,124,12,6886181
8,1,20-34,2,Male,4,OTH,IHD_medSBP,51,8,3785306
9,2,35-44,1,Female,1,NHW,IHD_medSBP,697,26,10789518
10,2,35-44,1,Female,2,NHB,IHD_medSBP,303,18,2841551
11,2,35-44,1,Female,3,HIS,IHD_medSBP,96,10,4706043
12,2,35-44,1,Female,4,OTH,IHD_medSBP,38,7,2705155
13,2,35-44,2,Male,1,NHW,IHD_medSBP,2018,46,10698668
14,2,35-44,2,Male,2,NHB,IHD_medSBP,731,27,2373836
15,2,35-44,2,Male,3,HIS,IHD_medSBP,399,20,4477083
16,2,35-44,2,Male,4,OTH,IHD_medSBP,192,14,2268050
17,3,45-54,1,Female,1,NHW,IHD_medSBP,3079,56,12961330
18,3,45-54,1,Female,2,NHB,IHD_medSBP,1129,34,2294986
19,3,45-54,1,Female,3,HIS,IHD_medSBP,374,20,2981376
20,3,45-54,1,Female,4,OTH,IHD_medSBP,125,12,1908325
21,3,45-54,2,Male,1,NHW,IHD_medSBP,9113,96,10622756
22,3,45-54,2,Male,2,NHB,IHD_medSBP,2316,49,2323392
23,3,45-54,2,Male,3,HIS,IHD_medSBP,1387,38,3207152
24,3,45-54,2,Male,4,OTH,IHD_medSBP,623,26,2807268
25,4,55-64,1,Female,1,NHW,IHD_medSBP,9192,97,16626401
26,4,55-64,1,Female,2,NHB,IHD_medSBP,2883,54,3005374
27,4,55-64,1,Female,3,HIS,IHD_medSBP,983,32,2911586
28,4,55-64,1,Female,4,OTH,IHD_medSBP,371,20,2629488
29,4,55-64,2,Male,1,NHW,IHD_medSBP,26532,164,15564860
30,4,55-64,2,Male,2,NHB,IHD_medSBP,5668,76,2050599
31,4,55-64,2,Male,3,HIS,IHD_medSBP,2853,54,2832735
32,4,55-64,2,Male,4,OTH,IHD_medSBP,1280,36,2195076
33,5,65-74,1,Female,1,NHW,IHD_medSBP,17419,133,11513863
34,5,65-74,1,Female,2,NHB,IHD_medSBP,3879,63,1390166
35,5,65-74,1,Female,3,HIS,IHD_medSBP,1702,42,1616432
36,5,65-74,1,Female,4,OTH,IHD_medSBP,766,28,1089947
37,5,65-74,2,Male,1,NHW,IHD_medSBP,38858,198,10345066
38,5,65-74,2,Male,2,NHB,IHD_medSBP,6250,79,1099252
39,5,65-74,2,Male,3,HIS,IHD_medSBP,3344,58,1168063
40,5,65-74,2,Male,4,OTH,IHD_medSBP,1694,42,989548
41,6,75+,1,Female,1,NHW,IHD_medSBP,86650,410,9145660
42,6,75+,1,Female,2,NHB,IHD_medSBP,9842,141,1249362
43,6,75+,1,Female,3,HIS,IHD_medSBP,6920,117,737080
44,6,75+,1,Female,4,OTH,IHD_medSBP,3495,83,689818
45,6,75+,2,Male,1,NHW,IHD_medSBP,92274,430,6831819
46,6,75+,2,Male,2,NHB,IHD_medSBP,7532,122,670963
47,6,75+,2,Male,3,HIS,IHD_medSBP,6643,116,548525
48,6,75+,2,Male,4,OTH,IHD_medSBP,3551,85,638884
1,1,20-34,1,Female,1,NHW,ISTK,38,6,18192633
2,1,20-34,1,Female,2,NHB,ISTK,14,4,4596338
3,1,20-34,1,Female,3,HIS,ISTK,9,2,6549965
4,1,20-34,1,Female,4,OTH,ISTK,6,1,3878604
5,1,20-34,2,Male,1,NHW,ISTK,34,6,19295314
6,1,20-34,2,Male,2,NHB,ISTK,22,5,4186659
7,1,20-34,2,Male,3,HIS,ISTK,11,3,6886181
8,1,20-34,2,Male,4,OTH,ISTK,6,1,3785306
9,2,35-44,1,Female,1,NHW,ISTK,59,9,10789518
10,2,35-44,1,Female,2,NHB,ISTK,33,6,2841551
11,2,35-44,1,Female,3,HIS,ISTK,16,5,4706043
12,2,35-44,1,Female,4,OTH,ISTK,9,1,2705155
13,2,35-44,2,Male,1,NHW,ISTK,85,10,10698668
14,2,35-44,2,Male,2,NHB,ISTK,60,8,2373836
15,2,35-44,2,Male,3,HIS,ISTK,35,6,4477083
16,2,35-44,2,Male,4,OTH,ISTK,9,2,2268050
17,3,45-54,1,Female,1,NHW,ISTK,218,15,12961330
18,3,45-54,1,Female,2,NHB,ISTK,100,11,2294986
19,3,45-54,1,Female,3,HIS,ISTK,38,7,2981376
20,3,45-54,1,Female,4,OTH,ISTK,20,5,1908325
21,3,45-54,2,Male,1,NHW,ISTK,292,18,10622756
22,3,45-54,2,Male,2,NHB,ISTK,130,12,2323392
23,3,45-54,2,Male,3,HIS,ISTK,77,9,3207152
24,3,45-54,2,Male,4,OTH,ISTK,25,6,2807268
25,4,55-64,1,Female,1,NHW,ISTK,678,26,16626401
26,4,55-64,1,Female,2,NHB,ISTK,290,18,3005374
27,4,55-64,1,Female,3,HIS,ISTK,108,11,2911586
28,4,55-64,1,Female,4,OTH,ISTK,49,7,2629488
29,4,55-64,2,Male,1,NHW,ISTK,1028,33,15564860
30,4,55-64,2,Male,2,NHB,ISTK,416,21,2050599
31,4,55-64,2,Male,3,HIS,ISTK,177,14,2832735
32,4,55-64,2,Male,4,OTH,ISTK,63,8,2195076
33,5,65-74,1,Female,1,NHW,ISTK,1856,44,11513863
34,5,65-74,1,Female,2,NHB,ISTK,494,23,1390166
35,5,65-74,1,Female,3,HIS,ISTK,220,15,1616432
36,5,65-74,1,Female,4,OTH,ISTK,90,10,1089947
37,5,65-74,2,Male,1,NHW,ISTK,2170,47,10345066
38,5,65-74,2,Male,2,NHB,ISTK,567,24,1099252
39,5,65-74,2,Male,3,HIS,ISTK,278,17,1168063
40,5,65-74,2,Male,4,OTH,ISTK,113,11,989548
41,6,75+,1,Female,1,NHW,ISTK,16566,177,9145660
42,6,75+,1,Female,2,NHB,ISTK,2180,66,1249362
43,6,75+,1,Female,3,HIS,ISTK,1777,59,737080
44,6,75+,1,Female,4,OTH,ISTK,669,36,689818
45,6,75+,2,Male,1,NHW,ISTK,9058,135,6831819
46,6,75+,2,Male,2,NHB,ISTK,1127,48,670963
47,6,75+,2,Male,3,HIS,ISTK,986,45,548525
48,6,75+,2,Male,4,OTH,ISTK,425,30,638884
1,1,20-34,1,Female,1,NHW,ISTK_medBMI,38,6,18192633
2,1,20-34,1,Female,2,NHB,ISTK_medBMI,14,4,4596338
3,1,20-34,1,Female,3,HIS,ISTK_medBMI,9,2,6549965
4,1,20-34,1,Female,4,OTH,ISTK_medBMI,6,1,3878604
5,1,20-34,2,Male,1,NHW,ISTK_medBMI,34,6,19295314
6,1,20-34,2,Male,2,NHB,ISTK_medBMI,22,5,4186659
7,1,20-34,2,Male,3,HIS,ISTK_medBMI,11,3,6886181
8,1,20-34,2,Male,4,OTH,ISTK_medBMI,6,1,3785306
9,2,35-44,1,Female,1,NHW,ISTK_medBMI,59,9,10789518
10,2,35-44,1,Female,2,NHB,ISTK_medBMI,33,6,2841551
11,2,35-44,1,Female,3,HIS,ISTK_medBMI,16,5,4706043
12,2,35-44,1,Female,4,OTH,ISTK_medBMI,9,1,2705155
13,2,35-44,2,Male,1,NHW,ISTK_medBMI,85,10,10698668
14,2,35-44,2,Male,2,NHB,ISTK_medBMI,60,8,2373836
15,2,35-44,2,Male,3,HIS,ISTK_medBMI,35,6,4477083
16,2,35-44,2,Male,4,OTH,ISTK_medBMI,9,2,2268050
17,3,45-54,1,Female,1,NHW,ISTK_medBMI,218,15,12961330
18,3,45-54,1,Female,2,NHB,ISTK_medBMI,100,11,2294986
19,3,45-54,1,Female,3,HIS,ISTK_medBMI,38,7,2981376
20,3,45-54,1,Female,4,OTH,ISTK_medBMI,20,5,1908325
21,3,45-54,2,Male,1,NHW,ISTK_medBMI,292,18,10622756
22,3,45-54,2,Male,2,NHB,ISTK_medBMI,130,12,2323392
23,3,45-54,2,Male,3,HIS,ISTK_medBMI,77,9,3207152
24,3,45-54,2,Male,4,OTH,ISTK_medBMI,25,6,2807268
25,4,55-64,1,Female,1,NHW,ISTK_medBMI,678,26,16626401
26,4,55-64,1,Female,2,NHB,ISTK_medBMI,290,18,3005374
27,4,55-64,1,Female,3,HIS,ISTK_medBMI,108,11,2911586
28,4,55-64,1,Female,4,OTH,ISTK_medBMI,49,7,2629488
29,4,55-64,2,Male,1,NHW,ISTK_medBMI,1028,33,15564860
30,4,55-64,2,Male,2,NHB,ISTK_medBMI,416,21,2050599
31,4,55-64,2,Male,3,HIS,ISTK_medBMI,177,14,2832735
32,4,55-64,2,Male,4,OTH,ISTK_medBMI,63,8,2195076
33,5,65-74,1,Female,1,NHW,ISTK_medBMI,1856,44,11513863
34,5,65-74,1,Female,2,NHB,ISTK_medBMI,494,23,1390166
35,5,65-74,1,Female,3,HIS,ISTK_medBMI,220,15,1616432
36,5,65-74,1,Female,4,OTH,ISTK_medBMI,90,10,1089947
37,5,65-74,2,Male,1,NHW,ISTK_medBMI,2170,47,10345066
38,5,65-74,2,Male,2,NHB,ISTK_medBMI,567,24,1099252
39,5,65-74,2,Male,3,HIS,ISTK_medBMI,278,17,1168063
40,5,65-74,2,Male,4,OTH,ISTK_medBMI,113,11,989548
41,6,75+,1,Female,1,NHW,ISTK_medBMI,16566,177,9145660
42,6,75+,1,Female,2,NHB,ISTK_medBMI,2180,66,1249362
43,6,75+,1,Female,3,HIS,ISTK_medBMI,1777,59,737080
44,6,75+,1,Female,4,OTH,ISTK_medBMI,669,36,689818
45,6,75+,2,Male,1,NHW,ISTK_medBMI,9058,135,6831819
46,6,75+,2,Male,2,NHB,ISTK_medBMI,1127,48,670963
47,6,75+,2,Male,3,HIS,ISTK_medBMI,986,45,548525
48,6,75+,2,Male,4,OTH,ISTK_medBMI,425,30,638884
1,1,20-34,1,Female,1,NHW,ISTK_medSBP,38,6,18192633
2,1,20-34,1,Female,2,NHB,ISTK_medSBP,14,4,4596338
3,1,20-34,1,Female,3,HIS,ISTK_medSBP,9,2,6549965
4,1,20-34,1,Female,4,OTH,ISTK_medSBP,6,1,3878604
5,1,20-34,2,Male,1,NHW,ISTK_medSBP,34,6,19295314
6,1,20-34,2,Male,2,NHB,ISTK_medSBP,22,5,4186659
7,1,20-34,2,Male,3,HIS,ISTK_medSBP,11,3,6886181
8,1,20-34,2,Male,4,OTH,ISTK_medSBP,6,1,3785306
9,2,35-44,1,Female,1,NHW,ISTK_medSBP,59,9,10789518
10,2,35-44,1,Female,2,NHB,ISTK_medSBP,33,6,2841551
11,2,35-44,1,Female,3,HIS,ISTK_medSBP,16,5,4706043
12,2,35-44,1,Female,4,OTH,ISTK_medSBP,9,1,2705155
13,2,35-44,2,Male,1,NHW,ISTK_medSBP,85,10,10698668
14,2,35-44,2,Male,2,NHB,ISTK_medSBP,60,8,2373836
15,2,35-44,2,Male,3,HIS,ISTK_medSBP,35,6,4477083
16,2,35-44,2,Male,4,OTH,ISTK_medSBP,9,2,2268050
17,3,45-54,1,Female,1,NHW,ISTK_medSBP,218,15,12961330
18,3,45-54,1,Female,2,NHB,ISTK_medSBP,100,11,2294986
19,3,45-54,1,Female,3,HIS,ISTK_medSBP,38,7,2981376
20,3,45-54,1,Female,4,OTH,ISTK_medSBP,20,5,1908325
21,3,45-54,2,Male,1,NHW,ISTK_medSBP,292,18,10622756
22,3,45-54,2,Male,2,NHB,ISTK_medSBP,130,12,2323392
23,3,45-54,2,Male,3,HIS,ISTK_medSBP,77,9,3207152
24,3,45-54,2,Male,4,OTH,ISTK_medSBP,25,6,2807268
25,4,55-64,1,Female,1,NHW,ISTK_medSBP,678,26,16626401
26,4,55-64,1,Female,2,NHB,ISTK_medSBP,290,18,3005374
27,4,55-64,1,Female,3,HIS,ISTK_medSBP,108,11,2911586
28,4,55-64,1,Female,4,OTH,ISTK_medSBP,49,7,2629488
29,4,55-64,2,Male,1,NHW,ISTK_medSBP,1028,33,15564860
30,4,55-64,2,Male,2,NHB,ISTK_medSBP,416,21,2050599
31,4,55-64,2,Male,3,HIS,ISTK_medSBP,177,14,2832735
32,4,55-64,2,Male,4,OTH,ISTK_medSBP,63,8,2195076
33,5,65-74,1,Female,1,NHW,ISTK_medSBP,1856,44,11513863
34,5,65-74,1,Female,2,NHB,ISTK_medSBP,494,23,1390166
35,5,65-74,1,Female,3,HIS,ISTK_medSBP,220,15,1616432
36,5,65-74,1,Female,4,OTH,ISTK_medSBP,90,10,1089947
37,5,65-74,2,Male,1,NHW,ISTK_medSBP,2170,47,10345066
38,5,65-74,2,Male,2,NHB,ISTK_medSBP,567,24,1099252
39,5,65-74,2,Male,3,HIS,ISTK_medSBP,278,17,1168063
40,5,65-74,2,Male,4,OTH,ISTK_medSBP,113,11,989548
41,6,75+,1,Female,1,NHW,ISTK_medSBP,16566,177,9145660
42,6,75+,1,Female,2,NHB,ISTK_medSBP,2180,66,1249362
43,6,75+,1,Female,3,HIS,ISTK_medSBP,1777,59,737080
44,6,75+,1,Female,4,OTH,ISTK_medSBP,669,36,689818
45,6,75+,2,Male,1,NHW,ISTK_medSBP,9058,135,6831819
46,6,75+,2,Male,2,NHB,ISTK_medSBP,1127,48,670963
47,6,75+,2,Male,3,HIS,ISTK_medSBP,986,45,548525
48,6,75+,2,Male,4,OTH,ISTK_medSBP,425,30,638884
1,1,20-34,1,Female,1,NHW,KC,244,33,18192633
2,1,20-34,1,Female,2,NHB,KC,60,16,4596338
3,1,20-34,1,Female,3,HIS,KC,94,16,6549965
4,1,20-34,1,Female,4,OTH,KC,33,11,3878604
5,1,20-34,2,Male,1,NHW,KC,392,43,19295314
6,1,20-34,2,Male,2,NHB,KC,58,15,4186659
7,1,20-34,2,Male,3,HIS,KC,101,16,6886181
8,1,20-34,2,Male,4,OTH,KC,60,14,3785306
9,2,35-44,1,Female,1,NHW,KC,709,54,10789518
10,2,35-44,1,Female,2,NHB,KC,183,28,2841551
11,2,35-44,1,Female,3,HIS,KC,423,37,4706043
12,2,35-44,1,Female,4,OTH,KC,97,18,2705155
13,2,35-44,2,Male,1,NHW,KC,1125,67,10698668
14,2,35-44,2,Male,2,NHB,KC,269,33,2373836
15,2,35-44,2,Male,3,HIS,KC,451,36,4477083
16,2,35-44,2,Male,4,OTH,KC,214,26,2268050
17,3,45-54,1,Female,1,NHW,KC,1974,94,12961330
18,3,45-54,1,Female,2,NHB,KC,306,33,2294986
19,3,45-54,1,Female,3,HIS,KC,499,35,2981376
20,3,45-54,1,Female,4,OTH,KC,164,21,1908325
21,3,45-54,2,Male,1,NHW,KC,3064,106,10622756
22,3,45-54,2,Male,2,NHB,KC,750,55,2323392
23,3,45-54,2,Male,3,HIS,KC,773,44,3207152
24,3,45-54,2,Male,4,OTH,KC,548,49,2807268
25,4,55-64,1,Female,1,NHW,KC,4187,143,16626401
26,4,55-64,1,Female,2,NHB,KC,986,70,3005374
27,4,55-64,1,Female,3,HIS,KC,1009,57,2911586
28,4,55-64,1,Female,4,OTH,KC,488,44,2629488
29,4,55-64,2,Male,1,NHW,KC,8936,208,15564860
30,4,55-64,2,Male,2,NHB,KC,1319,71,2050599
31,4,55-64,2,Male,3,HIS,KC,1561,71,2832735
32,4,55-64,2,Male,4,OTH,KC,940,61,2195076
33,5,65-74,1,Female,1,NHW,KC,4849,146,11513863
34,5,65-74,1,Female,2,NHB,KC,743,52,1390166
35,5,65-74,1,Female,3,HIS,KC,713,48,1616432
36,5,65-74,1,Female,4,OTH,KC,278,26,1089947
37,5,65-74,2,Male,1,NHW,KC,9640,204,10345066
38,5,65-74,2,Male,2,NHB,KC,1064,63,1099252
39,5,65-74,2,Male,3,HIS,KC,1057,54,1168063
40,5,65-74,2,Male,4,OTH,KC,476,36,989548
41,6,75+,1,Female,1,NHW,KC,4173,133,9145660
42,6,75+,1,Female,2,NHB,KC,688,58,1249362
43,6,75+,1,Female,3,HIS,KC,375,28,737080
44,6,75+,1,Female,4,OTH,KC,185,19,689818
45,6,75+,2,Male,1,NHW,KC,7001,175,6831819
46,6,75+,2,Male,2,NHB,KC,632,53,670963
47,6,75+,2,Male,3,HIS,KC,520,35,548525
48,6,75+,2,Male,4,OTH,KC,319,29,638884
1,1,20-34,1,Female,1,NHW,LC,89,21,18192633
2,1,20-34,1,Female,2,NHB,LC,36,12,4596338
3,1,20-34,1,Female,3,HIS,LC,42,11,6549965
4,1,20-34,1,Female,4,OTH,LC,33,11,3878604
5,1,20-34,2,Male,1,NHW,LC,107,22,19295314
6,1,20-34,2,Male,2,NHB,LC,15,8,4186659
7,1,20-34,2,Male,3,HIS,LC,46,12,6886181
8,1,20-34,2,Male,4,OTH,LC,23,9,3785306
9,2,35-44,1,Female,1,NHW,LC,402,42,10789518
10,2,35-44,1,Female,2,NHB,LC,175,28,2841551
11,2,35-44,1,Female,3,HIS,LC,152,22,4706043
12,2,35-44,1,Female,4,OTH,LC,193,25,2705155
13,2,35-44,2,Male,1,NHW,LC,498,44,10698668
14,2,35-44,2,Male,2,NHB,LC,160,25,2373836
15,2,35-44,2,Male,3,HIS,LC,103,18,4477083
16,2,35-44,2,Male,4,OTH,LC,79,16,2268050
17,3,45-54,1,Female,1,NHW,LC,4072,135,12961330
18,3,45-54,1,Female,2,NHB,LC,473,41,2294986
19,3,45-54,1,Female,3,HIS,LC,304,27,2981376
20,3,45-54,1,Female,4,OTH,LC,410,33,1908325
21,3,45-54,2,Male,1,NHW,LC,2753,100,10622756
22,3,45-54,2,Male,2,NHB,LC,660,51,2323392
23,3,45-54,2,Male,3,HIS,LC,265,26,3207152
24,3,45-54,2,Male,4,OTH,LC,543,48,2807268
25,4,55-64,1,Female,1,NHW,LC,18207,300,16626401
26,4,55-64,1,Female,2,NHB,LC,3353,128,3005374
